Order Date,Ship Mode,Segment,City,Sub-Category,Sales,Quantity,Discount,Profit,Day of Week,Year,Month,Quarter,Days
2014-11-28,2,1,65,2,397.6,5,0.0,43.736,4,2014,11,4,325
2014-11-28,1,2,307,0,411.332,4,0.15,-4.8392,4,2014,11,4,325
2014-12-01,0,0,186,2,9.82,2,0.0,3.2406,0,2014,12,4,328
2014-12-01,2,1,146,1,674.058,3,0.3,-19.2588,0,2014,12,4,328
2014-12-01,3,0,307,2,58.2,3,0.0,28.518,0,2014,12,4,328
2014-12-01,2,0,66,2,8.128,2,0.2,1.4224,0,2014,12,4,328
2014-12-01,0,0,186,2,45.84,3,0.0,15.5856,0,2014,12,4,328
2014-12-01,2,0,66,1,909.72,6,0.3,-51.984,0,2014,12,4,328
2014-12-02,3,1,62,2,60.72,3,0.0,23.6808,1,2014,12,4,329
2014-12-02,3,1,62,1,239.84,8,0.0,64.7568,1,2014,12,4,329
2014-12-02,0,0,232,0,883.92,5,0.2,-110.49,1,2014,12,4,329
2014-12-02,3,1,71,2,39.96,5,0.6,-23.976,1,2014,12,4,329
2014-12-02,3,1,71,2,58.36,5,0.6,-24.803,1,2014,12,4,329
2014-12-06,2,0,323,3,275.49,1,0.5,-170.8038,5,2014,12,4,333
2014-12-06,3,0,54,3,214.95,5,0.5,-120.372,5,2014,12,4,333
2014-12-06,2,0,146,2,23.976,3,0.6,-14.3856,5,2014,12,4,333
2014-12-06,3,0,54,2,10.776,3,0.6,-4.8492,5,2014,12,4,333
2014-12-08,3,1,307,2,39.88,2,0.0,11.1664,0,2014,12,4,335
2014-12-08,2,0,246,1,603.92,5,0.2,45.294,0,2014,12,4,335
2014-12-08,3,1,307,2,79.44,3,0.0,28.5984,0,2014,12,4,335
2014-12-10,3,1,40,1,338.352,3,0.2,4.2294,2,2014,12,4,337
2014-12-12,2,0,113,0,254.9745,3,0.15,11.9988,4,2014,12,4,339
2014-12-12,2,0,241,2,9.24,3,0.0,4.4352,4,2014,12,4,339
2014-12-12,2,0,241,2,12.54,3,0.0,4.5144,4,2014,12,4,339
2014-12-12,3,0,67,2,43.31,1,0.0,4.331,4,2014,12,4,339
2014-12-12,2,0,113,3,764.688,6,0.2,95.586,4,2014,12,4,339
2014-12-13,3,1,265,2,87.96,3,0.2,7.6965,5,2014,12,4,340
2014-12-13,3,1,54,2,94.428,3,0.6,-42.4926,5,2014,12,4,340
2014-12-14,3,0,83,1,186.304,4,0.2,13.9728,6,2014,12,4,341
2014-12-14,3,0,195,3,136.53,1,0.4,-52.3365,6,2014,12,4,341
2014-12-15,2,1,264,1,445.802,7,0.3,-108.2662,0,2014,12,4,342
2014-12-15,3,1,54,2,8.544,2,0.6,-7.476,0,2014,12,4,342
2014-12-15,0,0,97,1,763.28,5,0.3,-21.808,0,2014,12,4,342
2014-12-15,2,0,306,2,6.16,2,0.0,1.9712,0,2014,12,4,342
2014-12-16,0,2,184,1,241.568,2,0.2,18.1176,1,2014,12,4,343
2014-12-16,2,1,140,1,1013.832,9,0.2,101.3832,1,2014,12,4,343
2014-12-16,0,2,184,2,44.46,2,0.0,14.6718,1,2014,12,4,343
2014-12-16,2,0,323,2,29.46,6,0.0,9.7218,1,2014,12,4,343
2014-12-16,2,0,19,2,8.624,7,0.6,-2.5872,1,2014,12,4,343
2014-12-16,3,1,295,1,1403.92,5,0.2,70.196,1,2014,12,4,343
2014-12-16,3,0,147,2,56.568,2,0.6,-74.9526,1,2014,12,4,343
2014-12-20,2,1,232,1,192.186,3,0.1,36.3018,5,2014,12,4,347
2014-12-20,0,0,342,2,51.968,2,0.2,10.3936,5,2014,12,4,347
2014-12-20,0,0,342,1,242.352,3,0.2,-42.4116,5,2014,12,4,347
2014-12-20,3,0,65,1,662.88,3,0.2,74.574,5,2014,12,4,347
2014-12-20,0,2,133,3,2244.48,7,0.0,493.7856,5,2014,12,4,347
2014-12-20,3,0,130,2,190.848,3,0.2,-21.4704,5,2014,12,4,347
2014-12-20,0,2,133,3,455.1,2,0.0,100.122,5,2014,12,4,347
2014-12-21,3,0,306,1,1325.76,6,0.2,149.148,6,2014,12,4,348
2014-12-21,3,0,306,1,572.16,3,0.2,35.76,6,2014,12,4,348
2014-12-23,3,1,232,3,53.316,2,0.4,-19.5492,1,2014,12,4,350
2014-12-23,2,0,329,1,64.784,1,0.2,6.4784,1,2014,12,4,350
2014-12-24,3,1,184,1,292.272,6,0.2,18.267,2,2014,12,4,351
2014-12-24,0,0,60,2,30.36,5,0.2,8.7285,2,2014,12,4,351
2014-12-24,3,2,184,2,23.99,1,0.0,5.5177,2,2014,12,4,351
2014-12-26,0,1,64,2,218.352,3,0.2,-24.5646,4,2014,12,4,353
2014-12-26,0,1,64,2,300.416,8,0.2,78.8592,4,2014,12,4,353
2014-12-26,3,0,306,2,3.48,2,0.0,1.1136,4,2014,12,4,353
2014-12-26,2,2,146,1,600.558,3,0.3,-8.5794,4,2014,12,4,353
2014-12-26,0,1,64,1,230.352,3,0.2,20.1558,4,2014,12,4,353
2014-12-27,3,0,307,1,230.28,3,0.2,23.028,5,2014,12,4,354
2014-12-27,3,0,319,2,32.952,6,0.6,-19.7712,5,2014,12,4,354
2014-12-27,2,0,60,2,182.352,3,0.2,-18.2352,5,2014,12,4,354
2014-12-29,3,1,307,2,70.56,6,0.0,23.9904,0,2014,12,4,356
2014-12-29,3,0,54,2,38.976,3,0.6,-50.6688,0,2014,12,4,356
2014-12-29,3,2,297,2,8.736,3,0.6,-4.8048,0,2014,12,4,356
2014-12-29,3,1,307,2,24.9,5,0.0,8.217,0,2014,12,4,356
2014-12-30,2,1,264,3,523.764,3,0.4,-192.0468,1,2014,12,4,357
2014-12-31,0,2,110,2,63.2,5,0.0,23.384,2,2014,12,4,358
2014-12-31,3,2,275,0,341.96,2,0.0,78.6508,2,2014,12,4,358
2014-12-31,3,2,275,1,605.88,6,0.0,151.47,2,2014,12,4,358
2014-12-31,2,1,356,0,1573.488,7,0.2,196.686,2,2014,12,4,358
2015-01-02,3,1,199,0,452.45,5,0.5,-244.323,4,2015,1,1,360
2015-01-03,2,0,76,0,1352.3976,9,0.32,-437.5404,5,2015,1,1,361
2015-01-05,3,2,316,1,61.584,1,0.2,-6.9282,0,2015,1,1,363
2015-01-10,3,0,232,3,1018.104,4,0.4,-373.3048,5,2015,1,1,368
2015-01-13,3,0,184,2,464.85,9,0.0,92.97,1,2015,1,1,371
2015-01-13,3,0,184,2,77.6,4,0.0,38.024,1,2015,1,1,371
2015-01-17,3,2,253,2,254.744,7,0.6,-312.0614,5,2015,1,1,375
2015-01-19,3,0,333,3,102.438,1,0.3,-13.1706,0,2015,1,1,377
2015-01-19,3,0,333,1,199.304,4,0.3,-8.5416,0,2015,1,1,377
2015-01-27,2,0,60,1,181.986,2,0.3,-54.5958,1,2015,1,1,385
2015-01-27,0,0,184,1,2803.92,5,0.2,0.0,1,2015,1,1,385
2015-01-30,3,0,184,2,227.36,7,0.0,81.8496,4,2015,1,1,388
2015-01-31,2,0,211,2,53.34,3,0.0,16.5354,5,2015,1,1,389
2015-02-03,0,0,247,2,28.4,2,0.0,11.076,1,2015,2,1,392
2015-02-03,3,1,291,1,90.882,1,0.1,15.147,1,2015,2,1,392
2015-02-03,0,1,184,2,136.92,4,0.0,41.076,1,2015,2,1,392
2015-02-06,3,0,365,1,1268.82,9,0.0,266.4522,4,2015,2,1,395
2015-02-06,3,0,365,0,283.92,4,0.0,82.3368,4,2015,2,1,395
2015-02-09,2,1,304,2,40.784,2,0.6,-30.588,0,2015,2,1,398
2015-02-09,3,0,184,1,203.92,5,0.2,22.941,0,2015,2,1,398
2015-02-18,3,0,180,3,35.544,1,0.2,-0.8886,2,2015,2,1,407
2015-02-27,3,1,275,3,493.92,7,0.3,-28.224,4,2015,2,1,416
2015-02-28,3,0,65,1,389.696,8,0.2,43.8408,5,2015,2,1,417
2015-02-28,3,0,65,1,161.568,2,0.2,-28.2744,5,2015,2,1,417
2015-03-01,2,1,184,1,184.752,3,0.2,-20.7846,6,2015,3,1,418
2015-03-01,0,1,146,0,1227.9984,6,0.32,-36.1176,6,2015,3,1,418
2015-03-02,3,0,316,3,787.53,3,0.0,165.3813,0,2015,3,1,419
2015-03-05,2,0,54,2,4.712,2,0.6,-1.8848,3,2015,3,1,422
2015-03-05,2,1,23,1,99.372,2,0.3,-7.098,3,2015,3,1,422
2015-03-05,2,1,23,2,33.568,2,0.2,-5.4548,3,2015,3,1,422
2015-03-05,1,0,232,1,383.607,7,0.1,63.9345,3,2015,3,1,422
2015-03-06,3,0,307,2,435.26,7,0.0,95.7572,4,2015,3,1,423
2015-03-08,3,0,154,0,512.94,3,0.0,97.4586,6,2015,3,1,425
2015-03-08,3,0,154,1,860.93,7,0.0,189.4046,6,2015,3,1,425
2015-03-08,3,0,154,2,373.08,6,0.0,82.0776,6,2015,3,1,425
2015-03-12,3,1,268,2,6.408,3,0.2,1.4418,3,2015,3,1,429
2015-03-12,3,1,268,2,30.88,4,0.2,3.86,3,2015,3,1,429
2015-03-13,2,2,55,1,915.136,4,0.2,102.9528,4,2015,3,1,430
2015-03-13,0,0,316,0,141.96,2,0.0,39.7488,4,2015,3,1,430
2015-03-13,2,2,55,2,327.76,8,0.0,91.7728,4,2015,3,1,430
2015-03-16,3,1,184,2,43.13,1,0.0,18.1146,0,2015,3,1,433
2015-03-16,2,0,316,3,171.96,2,0.0,44.7096,0,2015,3,1,433
2015-03-19,0,2,146,0,383.4656,4,0.32,-67.6704,3,2015,3,1,436
2015-03-22,3,1,306,2,91.96,2,0.0,15.6332,6,2015,3,1,439
2015-03-23,3,0,146,1,107.772,2,0.3,-29.2524,0,2015,3,1,440
2015-03-24,0,2,261,0,359.058,3,0.3,-35.9058,1,2015,3,1,441
2015-03-24,2,1,73,2,46.9,5,0.0,13.132,1,2015,3,1,441
2015-03-29,2,0,306,2,19.92,3,0.0,9.5616,6,2015,3,1,446
2015-03-29,2,2,151,1,1166.92,5,0.2,131.2785,6,2015,3,1,446
2015-03-30,3,2,236,1,366.744,4,0.3,-110.0232,0,2015,3,1,447
2015-03-31,3,1,146,2,22.38,3,0.6,-7.833,1,2015,3,1,448
2015-04-04,3,2,232,2,108.4,2,0.0,22.764,5,2015,4,2,452
2015-04-05,3,2,264,0,352.45,5,0.5,-211.47,6,2015,4,2,453
2015-04-05,3,2,264,2,7.584,1,0.2,2.37,6,2015,4,2,453
2015-04-05,3,1,184,1,892.224,3,0.2,89.2224,6,2015,4,2,453
2015-04-05,3,2,264,2,547.136,4,0.2,-68.392,6,2015,4,2,453
2015-04-09,3,0,180,3,369.912,3,0.2,-13.8717,3,2015,4,2,457
2015-04-11,3,0,329,2,67.36,2,0.2,10.104,5,2015,4,2,459
2015-04-11,3,0,329,2,54.528,3,0.2,14.3136,5,2015,4,2,459
2015-04-13,3,1,184,2,37.68,2,0.0,15.8256,0,2015,4,2,461
2015-04-13,3,0,270,3,710.832,3,0.2,-97.7394,0,2015,4,2,461
2015-04-13,3,0,147,3,609.98,4,0.3,-113.282,0,2015,4,2,461
2015-04-13,2,0,184,3,241.568,2,0.2,-15.098,0,2015,4,2,461
2015-04-13,3,0,147,3,211.372,2,0.3,-45.294,0,2015,4,2,461
2015-04-16,3,1,232,1,127.764,2,0.1,2.8392,3,2015,4,2,464
2015-04-16,0,0,357,2,1196.86,7,0.0,119.686,3,2015,4,2,464
2015-04-16,0,0,357,0,523.26,9,0.0,125.5824,3,2015,4,2,464
2015-04-18,2,1,198,1,56.686,1,0.3,-20.245,5,2015,4,2,466
2015-04-18,3,0,230,2,6.16,2,0.0,2.9568,5,2015,4,2,466
2015-04-18,3,0,230,1,89.99,1,0.0,17.0981,5,2015,4,2,466
2015-04-20,3,1,66,2,595.38,6,0.0,297.69,0,2015,4,2,468
2015-04-21,3,0,185,1,191.96,2,0.0,51.8292,1,2015,4,2,469
2015-04-21,3,0,185,2,209.88,3,0.0,35.6796,1,2015,4,2,469
2015-04-25,3,0,14,1,128.058,3,0.3,-23.7822,5,2015,4,2,473
2015-04-26,3,0,200,1,831.936,8,0.2,-114.3912,6,2015,4,2,474
2015-04-26,3,0,79,3,191.5155,1,0.45,-76.6062,6,2015,4,2,474
2015-04-26,3,0,200,2,97.04,2,0.2,1.213,6,2015,4,2,474
2015-04-26,3,1,306,1,63.936,3,0.2,6.3936,6,2015,4,2,474
2015-04-26,3,0,146,1,408.422,2,0.3,-5.8346,6,2015,4,2,474
2015-04-27,3,0,354,1,1267.53,3,0.0,316.8825,0,2015,4,2,475
2015-04-30,3,1,174,2,24.3,5,0.0,10.449,3,2015,4,2,478
2015-04-30,3,2,54,1,213.115,5,0.3,-15.2225,3,2015,4,2,478
2015-04-30,3,1,174,2,31.4,5,0.0,13.188,3,2015,4,2,478
2015-04-30,3,1,174,2,9.48,1,0.0,3.792,3,2015,4,2,478
2015-05-01,3,1,329,2,63.552,3,0.2,14.2992,4,2015,5,2,479
2015-05-03,3,2,56,2,665.88,6,0.0,106.5408,6,2015,5,2,481
2015-05-03,3,0,264,1,844.116,6,0.3,-36.1764,6,2015,5,2,481
2015-05-04,2,1,232,2,26.8,2,0.0,12.864,0,2015,5,2,482
2015-05-04,0,1,337,2,22.288,7,0.6,-8.9152,0,2015,5,2,482
2015-05-07,3,0,2,3,244.006,2,0.3,-31.3722,3,2015,5,2,485
2015-05-08,3,0,232,2,79.44,3,0.0,30.1872,4,2015,5,2,486
2015-05-08,3,0,211,2,123.96,3,0.0,11.1564,4,2015,5,2,486
2015-05-08,3,0,232,1,127.764,2,0.1,21.294,4,2015,5,2,486
2015-05-08,3,1,75,2,8.352,6,0.2,1.2528,4,2015,5,2,486
2015-05-11,2,2,265,1,191.968,7,0.2,16.7972,0,2015,5,2,489
2015-05-12,3,0,146,2,21.968,4,0.6,-15.9268,1,2015,5,2,490
2015-05-14,3,1,41,0,509.9575,5,0.15,41.9965,3,2015,5,2,492
2015-05-14,3,1,41,2,122.91,3,0.0,34.4148,3,2015,5,2,492
2015-05-14,3,1,41,1,722.352,3,0.2,81.2646,3,2015,5,2,492
2015-05-14,3,1,41,1,97.568,2,0.2,-6.098,3,2015,5,2,492
2015-05-20,3,0,366,2,163.136,4,0.2,20.392,2,2015,5,2,498
2015-05-23,2,2,87,2,75.33,9,0.0,19.5858,5,2015,5,2,501
2015-05-24,2,0,227,1,602.651,7,0.3,-163.5767,6,2015,5,2,502
2015-05-25,2,2,307,2,14.73,3,0.0,4.8609,0,2015,5,2,503
2015-05-26,3,0,21,2,20.24,1,0.0,7.8936,1,2015,5,2,504
2015-05-26,2,0,304,1,105.686,1,0.3,-28.6862,1,2015,5,2,504
2015-05-26,2,0,304,1,104.93,5,0.3,-4.497,1,2015,5,2,504
2015-05-29,0,1,66,1,317.058,3,0.3,-86.0586,4,2015,5,2,507
2015-05-29,0,1,66,2,41.568,4,0.2,-4.1568,4,2015,5,2,507
2015-05-31,3,0,249,0,1406.86,7,0.0,140.686,6,2015,5,2,509
2015-05-31,3,2,239,2,22.2,6,0.0,9.102,6,2015,5,2,509
2015-05-31,2,1,54,2,51.56,2,0.6,-61.872,6,2015,5,2,509
2015-05-31,2,1,259,2,8.28,2,0.0,2.9808,6,2015,5,2,509
2015-06-04,2,2,232,2,35.28,3,0.0,11.9952,3,2015,6,2,513
2015-06-05,3,1,35,1,1522.638,9,0.1,169.182,4,2015,6,2,514
2015-06-08,3,1,300,2,173.208,7,0.2,45.4671,0,2015,6,2,517
2015-06-09,2,0,269,2,355.36,4,0.0,92.3936,1,2015,6,2,518
2015-06-11,3,0,217,2,29.16,2,0.0,10.7892,3,2015,6,2,520
2015-06-11,0,1,165,2,48.672,3,0.2,7.3008,3,2015,6,2,520
2015-06-11,0,1,165,1,1123.92,5,0.2,-182.637,3,2015,6,2,520
2015-06-12,3,0,264,2,43.296,2,0.2,4.3296,4,2015,6,2,521
2015-06-14,3,2,264,2,51.072,6,0.2,5.1072,6,2015,6,2,523
2015-06-15,3,0,118,2,364.704,6,0.2,-36.4704,0,2015,6,2,524
2015-06-15,3,0,118,2,40.256,4,0.2,11.0704,0,2015,6,2,524
2015-06-16,3,0,121,1,197.372,2,0.3,-25.3764,1,2015,6,2,525
2015-06-18,3,2,261,2,75.36,5,0.2,20.724,3,2015,6,2,527
2015-06-18,0,1,320,1,643.136,4,0.2,56.2744,3,2015,6,2,527
2015-06-18,3,0,9,2,60.84,3,0.0,19.4688,3,2015,6,2,527
2015-06-19,3,0,184,2,12.56,2,0.0,4.0192,4,2015,6,2,528
2015-06-20,2,1,307,2,257.64,6,0.0,100.4796,5,2015,6,2,529
2015-06-23,3,1,93,2,27.42,3,0.0,9.3228,1,2015,6,2,532
2015-06-25,0,0,146,2,75.384,9,0.6,-20.7306,3,2015,6,2,534
2015-06-25,3,0,307,2,204.85,5,0.0,57.358,3,2015,6,2,534
2015-06-26,3,0,286,1,332.94,3,0.0,79.9056,4,2015,6,2,535
2015-06-28,2,1,341,0,482.94,6,0.5,-376.6932,6,2015,6,2,537
2015-06-28,3,1,118,2,621.76,4,0.2,46.632,6,2015,6,2,537
2015-06-29,3,0,168,2,20.104,1,0.2,1.7591,0,2015,6,2,538
2015-06-29,0,0,232,1,117.882,1,0.1,1.3098,0,2015,6,2,538
2015-07-02,3,0,44,1,408.422,2,0.3,-5.8346,3,2015,7,3,541
2015-07-02,3,0,44,1,382.116,6,0.3,-92.7996,3,2015,7,3,541
2015-07-02,0,1,278,2,159.84,10,0.2,45.954,3,2015,7,3,541
2015-07-03,0,1,264,2,168.464,2,0.2,-29.4812,4,2015,7,3,542
2015-07-03,0,1,264,2,282.888,9,0.2,56.5776,4,2015,7,3,542
2015-07-03,3,0,286,1,70.98,1,0.0,4.9686,4,2015,7,3,542
2015-07-05,2,1,105,2,4.928,2,0.2,0.7392,6,2015,7,3,544
2015-07-05,3,1,48,2,4.928,2,0.2,0.7392,6,2015,7,3,544
2015-07-06,3,1,232,2,155.82,3,0.0,63.8862,0,2015,7,3,545
2015-07-06,3,0,256,1,170.352,3,0.2,-17.0352,0,2015,7,3,545
2015-07-06,3,2,144,0,301.96,2,0.0,60.392,0,2015,7,3,545
2015-07-06,3,1,232,2,13.96,2,0.0,6.7008,0,2015,7,3,545
2015-07-09,3,0,62,2,181.96,2,0.0,20.0156,3,2015,7,3,548
2015-07-11,0,1,365,3,199.836,4,0.3,-37.1124,5,2015,7,3,550
2015-07-11,0,0,264,2,289.8,7,0.2,36.225,5,2015,7,3,550
2015-07-11,0,0,264,1,341.488,8,0.3,-73.176,5,2015,7,3,550
2015-07-11,0,0,264,2,25.344,6,0.2,3.4848,5,2015,7,3,550
2015-07-12,2,0,54,1,383.607,9,0.3,-5.4801,6,2015,7,3,551
2015-07-12,2,0,54,2,7.76,1,0.6,-2.134,6,2015,7,3,551
2015-07-13,2,0,232,1,1931.04,9,0.1,321.84,0,2015,7,3,552
2015-07-14,2,0,204,0,127.764,6,0.7,-191.646,1,2015,7,3,553
2015-07-14,2,0,204,1,441.92,2,0.2,49.716,1,2015,7,3,553
2015-07-16,3,2,17,1,150.98,1,0.0,43.7842,3,2015,7,3,555
2015-07-16,1,1,307,1,1348.704,6,0.2,-219.1644,3,2015,7,3,555
2015-07-16,1,1,307,1,700.152,3,0.2,78.7671,3,2015,7,3,555
2015-07-17,2,0,16,0,195.466,2,0.15,-13.7976,4,2015,7,3,556
2015-07-17,2,1,273,0,231.92,5,0.2,5.798,4,2015,7,3,556
2015-07-18,2,0,232,2,7.38,1,0.0,2.1402,5,2015,7,3,557
2015-07-20,3,0,141,0,913.43,5,0.3,-52.196,0,2015,7,3,559
2015-07-20,3,0,141,0,384.944,4,0.3,-126.4816,0,2015,7,3,559
2015-07-23,3,2,232,2,128.82,3,0.0,50.2398,3,2015,7,3,562
2015-07-24,3,2,185,2,20.94,3,0.0,6.0726,4,2015,7,3,563
2015-07-25,3,1,218,3,358.58,2,0.0,39.4438,5,2015,7,3,564
2015-07-25,2,0,316,1,561.568,2,0.2,28.0784,5,2015,7,3,564
2015-07-25,2,0,316,0,704.9,5,0.0,56.392,5,2015,7,3,564
2015-07-26,3,1,120,1,266.352,3,0.2,13.3176,6,2015,7,3,565
2015-07-26,0,0,204,3,393.165,3,0.5,-204.4458,6,2015,7,3,565
2015-07-30,0,2,166,1,155.88,6,0.0,38.97,3,2015,7,3,569
2015-07-30,0,0,307,2,5.28,3,0.0,2.3232,3,2015,7,3,569
2015-07-31,1,0,232,3,1090.782,7,0.4,-290.8752,4,2015,7,3,570
2015-08-01,3,2,184,3,1004.976,6,0.2,-175.8708,5,2015,8,3,571
2015-08-02,3,0,323,3,277.5,4,0.5,-188.7,6,2015,8,3,572
2015-08-02,2,2,275,1,110.98,1,0.0,15.5372,6,2015,8,3,572
2015-08-05,3,1,76,2,14.76,5,0.6,-11.439,2,2015,8,3,575
2015-08-06,3,1,146,0,369.1992,3,0.32,-114.0174,3,2015,8,3,576
2015-08-07,0,0,156,2,212.94,3,0.0,34.0704,4,2015,8,3,577
2015-08-08,1,0,307,1,144.784,1,0.2,10.8588,5,2015,8,3,578
2015-08-09,0,0,232,2,47.04,3,0.0,18.3456,6,2015,8,3,579
2015-08-09,0,0,232,3,382.806,9,0.4,-153.1224,6,2015,8,3,579
2015-08-09,0,0,232,2,6.16,2,0.0,2.9568,6,2015,8,3,579
2015-08-09,3,1,232,2,10.02,3,0.0,4.4088,6,2015,8,3,579
2015-08-09,2,2,210,0,687.4,5,0.0,48.118,6,2015,8,3,579
2015-08-09,3,1,87,3,622.45,5,0.0,136.939,6,2015,8,3,579
2015-08-11,3,0,278,2,46.152,3,0.2,12.1149,1,2015,8,3,581
2015-08-13,1,0,270,2,31.56,3,0.0,10.4148,3,2015,8,3,583
2015-08-15,3,0,241,2,104.23,7,0.0,28.1421,5,2015,8,3,585
2015-08-16,3,0,264,0,301.47,3,0.5,-204.9996,6,2015,8,3,586
2015-08-16,3,1,264,2,254.352,3,0.2,0.0,6,2015,8,3,586
2015-08-21,3,1,307,0,586.398,6,0.15,34.494,4,2015,8,3,591
2015-08-21,3,1,323,2,25.984,1,0.2,-3.8976,4,2015,8,3,591
2015-08-21,3,1,323,1,598.458,3,0.3,-42.747,4,2015,8,3,591
2015-08-21,0,2,307,1,544.008,3,0.2,40.8006,4,2015,8,3,591
2015-08-24,2,0,232,2,14.91,3,0.0,4.6221,0,2015,8,3,594
2015-08-24,3,1,232,3,284.364,2,0.4,-75.8304,0,2015,8,3,594
2015-08-24,3,0,9,3,918.785,5,0.3,-118.1295,0,2015,8,3,594
2015-08-25,3,2,184,1,40.784,1,0.2,4.5882,1,2015,8,3,595
2015-08-25,1,0,146,2,20.104,2,0.6,-16.5858,1,2015,8,3,595
2015-08-25,1,0,146,2,7.88,5,0.6,-3.94,1,2015,8,3,595
2015-08-28,3,1,76,3,103.481,1,0.3,-16.2613,4,2015,8,3,598
2015-08-28,3,0,184,0,307.666,2,0.15,28.9568,4,2015,8,3,598
2015-08-28,3,0,184,2,4.16,2,0.0,1.7472,4,2015,8,3,598
2015-08-31,0,1,307,0,1552.831,7,0.15,200.9546,0,2015,8,3,601
2015-09-01,3,2,110,1,60.74,1,0.0,15.185,1,2015,9,3,602
2015-09-01,3,2,110,2,124.36,2,0.0,27.3592,1,2015,9,3,602
2015-09-03,3,2,307,1,129.568,2,0.2,-12.9568,3,2015,9,3,604
2015-09-03,3,1,342,2,238.152,3,0.2,89.307,3,2015,9,3,604
2015-09-05,3,2,49,2,67.96,4,0.0,12.2328,5,2015,9,3,606
2015-09-05,3,0,306,0,293.199,3,0.15,-20.6964,5,2015,9,3,606
2015-09-05,3,0,306,0,411.332,4,0.15,-4.8392,5,2015,9,3,606
2015-09-05,3,1,288,2,6.16,2,0.0,2.9568,5,2015,9,3,606
2015-09-06,3,2,232,1,271.764,2,0.1,60.392,6,2015,9,3,607
2015-09-06,3,2,316,2,191.82,3,0.0,74.8098,6,2015,9,3,607
2015-09-06,2,0,160,3,85.98,1,0.0,22.3548,6,2015,9,3,607
2015-09-07,1,0,232,3,27.414,3,0.4,-14.1639,0,2015,9,3,608
2015-09-07,3,0,97,1,47.516,2,0.3,-2.0364,0,2015,9,3,608
2015-09-07,3,1,232,3,481.176,2,0.4,-120.294,0,2015,9,3,608
2015-09-08,3,1,218,2,21.36,8,0.0,8.1168,1,2015,9,3,609
2015-09-10,3,1,184,2,106.68,6,0.0,33.0708,3,2015,9,3,611
2015-09-10,3,1,284,0,361.96,2,0.0,83.2508,3,2015,9,3,611
2015-09-10,3,1,15,1,179.886,1,0.3,-2.5698,3,2015,9,3,611
2015-09-11,2,1,232,2,210.68,2,0.0,50.5632,4,2015,9,3,612
2015-09-11,0,1,14,2,24.64,4,0.2,4.004,4,2015,9,3,612
2015-09-11,3,2,259,2,8.92,4,0.0,3.9248,4,2015,9,3,612
2015-09-13,0,1,5,2,44.67,3,0.0,12.0609,6,2015,9,3,614
2015-09-13,0,1,5,2,131.88,7,0.0,55.3896,6,2015,9,3,614
2015-09-13,0,1,5,1,717.72,3,0.2,71.772,6,2015,9,3,614
2015-09-13,3,0,66,1,1516.2,7,0.0,394.212,6,2015,9,3,614
2015-09-13,0,1,5,2,207.35,5,0.0,24.882,6,2015,9,3,614
2015-09-13,2,0,54,1,170.072,4,0.3,-12.148,6,2015,9,3,614
2015-09-13,3,0,12,2,129.93,3,0.0,12.993,6,2015,9,3,614
2015-09-14,3,1,184,3,170.136,3,0.2,-8.5068,0,2015,9,3,615
2015-09-14,3,0,276,3,912.75,5,0.0,118.6575,0,2015,9,3,615
2015-09-15,1,1,70,2,55.968,1,0.2,-2.0988,1,2015,9,3,616
2015-09-15,2,1,232,0,46.384,1,0.2,1.1596,1,2015,9,3,616
2015-09-15,3,0,215,1,1056.86,7,0.0,306.4894,1,2015,9,3,616
2015-09-15,3,0,215,3,801.96,2,0.0,200.49,1,2015,9,3,616
2015-09-15,1,1,70,2,15.712,4,0.2,2.5532,1,2015,9,3,616
2015-09-17,3,0,232,1,199.764,2,0.1,8.8784,3,2015,9,3,618
2015-09-17,3,1,146,2,21.936,2,0.6,-10.4196,3,2015,9,3,618
2015-09-17,3,0,264,2,124.2,3,0.2,15.525,3,2015,9,3,618
2015-09-17,3,0,232,0,2003.92,5,0.2,-25.049,3,2015,9,3,618
2015-09-17,3,2,232,3,344.22,2,0.4,-103.266,3,2015,9,3,618
2015-09-18,3,1,184,2,24.4,2,0.0,10.248,4,2015,9,3,619
2015-09-19,3,2,295,2,60.84,3,0.0,19.4688,5,2015,9,3,620
2015-09-19,2,2,9,0,61.96,2,0.0,4.3372,5,2015,9,3,620
2015-09-21,3,2,102,1,542.94,3,0.0,141.1644,0,2015,9,3,622
2015-09-21,3,0,65,1,1690.04,4,0.0,422.51,0,2015,9,3,622
2015-09-21,0,2,184,1,601.536,4,0.2,0.0,0,2015,9,3,622
2015-09-21,1,2,277,2,85.3,2,0.0,14.501,0,2015,9,3,622
2015-09-21,3,1,177,0,194.32,4,0.0,31.0912,0,2015,9,3,622
2015-09-21,0,1,146,2,4.928,4,0.6,-1.4784,0,2015,9,3,622
2015-09-22,2,2,9,2,47.98,2,0.0,11.0354,1,2015,9,3,623
2015-09-22,1,0,242,2,204.6,2,0.0,53.196,1,2015,9,3,623
2015-09-24,3,1,184,2,14.91,3,0.0,4.6221,3,2015,9,3,625
2015-09-24,3,2,91,1,1408.1,10,0.0,394.268,3,2015,9,3,625
2015-09-24,3,0,160,1,517.5,6,0.0,155.25,3,2015,9,3,625
2015-09-25,3,0,249,3,1044.63,3,0.0,240.2649,4,2015,9,3,626
2015-09-25,1,0,111,1,102.582,1,0.1,6.8388,4,2015,9,3,626
